Номер;КОЛ-ВО;Обзорное описание изданий;Примечания
коробки;экз. в коробке;(Название, год и номера или подшивки);
;;2006 № 1-9, 11-12, 14, 15, 17 (подшивка);
;;2006 № 22-24 (подшивка);
;;2007 № 1;
;;2007 № 2;
;;2007 № 19-24, 3, 4 (подшивка);
;;;
;;;
;;;
6859;34;Вахтанговец;Заигрова
;;2014 № 14, 15-20, 24 (подщивка);Коваленко
;;2014 № 16 (2экз);       18.07.2023
;;Афиша 1991 № 1-12 (подшивка);
;;1992 № 1-12 (подшивка);
;;Арена;
;;1992 № 25-26 (подшивка);
;;Габтовец;
;;1933 № 1;
;;Декоративное искусство;
;;2001 № 1 (подшивка);
;;2002 № 1-4 (подшивка);
;;Доктор Чехов;
;;1992 № 1-2 (подшивка);
;;1992-1997, 1999-2000 (подшивка);
;;1996 № 2;
;;2001 № 1-8 (подшивка);
;;2002 № 7/8;
;;2003 № 1-10, 9/10-11/12 (подшивки);
;;2004 № 1/10;
;;2005№ 1/2;
;;2006 № 1-4 (подшивка);
;;2007 № 1/2-8 (подшивка);
;;2008 № 1/2 -3/4 (подшивка);
;;Дом Волкова;
;;2001 № 1 2002 № 4-5 (подшивка);
;;2002 № 5, 2003 № 7 (подшивка);
;;2003 № 6/8;
;;Звезды над паркетом;
;;2008 № 5-13 (подшивка);
;;2009 № 1-9 (подшивка);
;;2010 № 1-9 (подшивка);
;;2011 № 1-10 (подшивка);
;;2012 № 1-8 (подшивка);
;;2013 № 2-6 (подшивка);
;;2014 № № 1, 2, 3;
;;Золотая маска ;
;;2010 № 3-4 (подшивка);
;;;
;;;
;;;
;;;
;; ;
;;;
;;;
;;;
6860;33;Моды сезона;Заигрова
;;1927 лето;Коваленко
;;1929 № 3;       18.07.2023
;;1930 № 1;
;;Журнал мод;
;;1951 № 1;
;;Теория моды;
;;2006 осень, вып.2;
;;2007 весна, вып 3, лето вып 4, осень вып 5, ;
;;2006/2007 зима вып 6;
;;2008 весна, вып 7, лето вып 8, осень вып 9, ;
;;2008-2009 зима, вып 10;
;;2009 весна, вып. 11, лето, вып. 12, осень, вып. 13;
;;2009-2010 зима вып. 14;
;;2010 весна, вып. 15, лето вып 16, осень вып 17;
;;2010-2011 зима, вып 18;
;;2011 весна вып 19, лето вып. 20, осень вып 21;
;;2011-2012 зима вып. 22;
;;2012 весна вып 23, лето вып. 24, осень вып 25;
;;2012-13 зима вып. 26;
;;2013 весна вып 27, лето вып. 28, осень вып 29;
;;2013-2014 зима вып.30;
;;;
;;;
;;;
;;;
;;;
;;;
6861;44;2014 весна вып 31, лето вып. 32, осень вып 33;Заигрова
;;2014-2015 зима вып. 34;Коваленко
;;2015 весна вып 35, лето вып. 36, осень вып 37;       18.07.2023
;;2014-2015 зима вып. 38;
;;2016 весна вып 39, лето вып. 40, осень вып 41;
;;2015-2016 зима вып.42;
;;2016 весна вып 43, лето вып. 44, осень вып 45;
;;2016-2017 зима вып. 46;
;;2017 весна вып 47, лето вып. 48, осень вып 49;
;;2017-2018 зима вып. 50;
;;2018 весна вып 51, лето вып. 52, осень вып 53;
;;2018-2019 зима вып. 54;
;;2019 весна вып 51 лето вып. 52, осень вып 53;
;;2019-2020 зима вып. 54;
;;2020 весна вып 59, лето вып. 60, осень вып 61;
;;2020-2021зима вып. 62;
;;2021 весна вып 63, лето вып. 64, осень вып 65;
;;2021-2022 зима вып. 66;
;;2022 весна вып 63, лето вып. 64, осень вып 65;
;;2022-2023 зима вып. 64;
;;2023 весна вып. 67;
;;Экополис;
;;2021 № 18;
;;2022 № 22, 23;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
6862;49;Boutique;Заигрова
;;1997/1998 № 26;Коваленко
;;Collezioni bambini ;       18.07.2023
;;2007 весна-лето;
;;Collezioni beachwear ;
;;2007 весна-лето;
;;Collezioni accessories ;
;;2007 весна-лето;
;;Collezioni pret-a-porter;
;;2007 весна-лето;
;;Collezioni pret-a-porter;
;;2007 весна-лето;
;;Collezioni spoza;
;;2007 весна-лето;
;;Collezioni spoza;
;;2007 весна-лето;
;;2007/2008 осень-зима;
;;Collezioni uomo;
;;2006/2007 весна-лето;
;;2007 весна-лето;
;;Fashion Collection;
;;2003 сентябрь, октябрь;
;;2003/2004 декабрь;
;;2004 февраль, октябрь;
;;2005 сентябрь (2 экз.), октябрь, ноябрь;
;;2006 январь-февраль, март, апрель, май, июнь, июль-август, ноябрь;
;;2007 январь-февраль, май, июнь, июль, август, сентябрь, октябрь, ноябрь, декабрь;
;;2008 январь, февраль, март, апрель (2 экз.), июнь, июль, август, май, сентябрь, октябрь, ноябрь, декабрь;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
6863;60;Fashion Collection;Заигрова
;;2009 февраль;Коваленко
;;2010 март, апрель май/июнь, июль/август, сентябрь, октябрь, ноябрь, ;       18.07.2023
;;2010/2011 декабрь/январь;
;;2011 февраль, март, апрель/ май, июнь, июль/август, сентябрь, октябрь, ноябрь;
;;2011/2012 декабрь/ январь;
;;2012 январь-июнь, сентябрь-ноябрь;
;;2012/2013 декабрь/ январь;
;;2013 апрель, май, июнь, июль/август, октябрь;
;;2013/2014 декабрь/январь;
;;2014 январь-июнь, сентябрь-ноябрь;
;;2014/2015 декабрь/январь;
;;2015 февраль-май-июнь, сентябрь-ноябрь;
;;2015-2016 декабрь-январь;
;;Fashion kids;
;;2023 весна;
;;International textiles;
;;2005 февраль, апрель-май, июнь-июль,;
;;август-сентябрь, октябрь-ноябрь;
;;2006 февраль-март;
;;;
;;;
;;;
;;;
6864;50;International textiles;Заигрова
;;2006 апрель-май, август-сентябрь, октябрь-ноябрь;Коваленко
;;2006/2007 декабрь-январь, февраль-март, апрель-май, июнь-июль, август-сентябрь, октябрь-ноябрь;       18.07.2023
;;2007/2008 декабрь-январь;
;;2008 апрель-май, июнь-июль, август-сентябрь, октябрь-ноябрь;
;;2008/2009 декабрь-январь;
;;2009 февраль-март, апрель-июнь, июль-снтябрь, октябрь-декабрь;
;;2010 январь-февраль, март-май, октябрь-декабрь, июль-сентябрь;
;;2011 январь-февраль, март-июнь, июль-сентябрь, октябрь-декабрь;
;;2012 январь-март, апрель- июнь, июль-сентябрь, октябрь-декабрь;
;;2013 июль-сентябрь, октябрь-декабрь;
;;2014 январь-март, апрель-июнь, июль-сентябрь, сентябрь-декабрь;
;;M . Muller und Sohn;
;;2021 № 1;
;;2022 № 1, 2, 4;
;;Modishe mashen;
;;1993 № 7/8-9/12;
;;Odivani;
;;1960 весна;
;;1960 осень;
;;1960 зима;
;;1961 весна;
;;1961 лето (2 экз);
;;1961 осень;
;;1961 зима;
;;;
6873;43;Odivani;Пушкина Н.
;;1962 весна;19.07.2023
;;1962 лето;
;;1962 осень;
;;1962 осень (2экз.);
;;1963 весна, лето, осень (подшивка);
;;1963 зима;
;;1964 зима;
;;1964 весна-лето (подшивка);
;;1965 весна-лето (подшивка);
;;1965 осень-зима (подшивка);
;;1966 весна-лето (подшивка);
;;1966 осень-зима (подшивка);
;;1967 весна-лето (подшивка);
;;1967 осень-зима (подшивка);
;;1968 осень, зима (подшивка);
;;1968 лето;
;;1969 весна;
;;Officiel ;
;;1997 № 1;
;;1997 № 2;
;;Pramo;
;;1994  9/10;
;;1994 1-6;
;;Prestige;
;;2022 № 18;
;;2022 № 19;
;;2022 № 25;
;;2022 № 20 спец. вып.;
;;2023 № 28;
;;2023 № 29;
;;Profashion Guide;
;;2014 № 9;
;;2015 № 10;
;;S: Style. Show – room…;
;;2000 № 1;
;;2000 № 2/3;
;;2000 № 4;
;;2000/01 № 5;
;;2001 № 1;
;;2001 № 2;
;;2001 № 4;
;;2001 № 5;
;;2002 № 2;
;;2002 № 3;
;;2002 № 4;
;;2002 № 5;
;;2002/2003 № 6;
;;2003 № 1;
;;;
6874;84;S: Style. Show – room…;Пушкина Н.
;;2003 № 3;19.07.2023
;;2003 № 4;
;;2003 № 5;
;;2003/2004 № 6;
;;2004 № 4;
;;2004 № 5;
;;2004/2005 № 6;
;;2004 № 1;
;;2004 № 2;
;;2004 № 3;
;;2995 № 1;
;;2005 № 2;
;;2005 № 3;
;;2005 № 4;
;;2002 № 1;
;;2005 № 5;
;;2005/2006 № 6;
;;;
;;Step;
;;1998 № 1;
;;1998 № 2;
;;1998 № 3;
;;1999 № 1;
;;1999 № 2;
;;1999 № 3;
;;2006 № 2;
;;2006 № 3;
;;2006 № 4;
;;2006 № 5;
;;2006/2007 № 6;
;;2007 № 1;
;;2007 № 2;
;;2007 № 3;
;;2007 № 4;
;;2007 № 5;
;;2007/2008 № 6;
;;2008 № 1;
;;2008 № 2;
;;2008 № 3;
;;2008 № 4;
;;2008 № 5;
;;2008 № 6;
;;2009 № 1;
;;2009 № 2;
;;2009 № 3;
;;2009 № 4;
;;2009 № 5;
;;2009/2010 № 6;
;;2010 № 1;
;;2010 № 2;
;;2010 № 3;
;;2010 № 4;
;;2010 № 5;
;;2010/2011 № 6;
;;2011 № 1;
;;2011 № 2;
;;2011 № 3;
;;2011 № 4;
;;2011 № 5;
;;2011/2012 № 6;
;;2012 № 1;
;;2012 № 2;
;;2012 № 3;
;;2012 № 4;
;;2012 № 5;
;;2013 № 1;
;;2013 № 2;
;;2013 № 3;
;;2013 № 4;
;;2013 № 5;
;;2013/2014 № 6;
;;2014 № 1;
;;2014 № 2;
;;2014 № 3;
;;2014 № 4;
;;2014 № 5;
;;2914/2015 № 6;
;;2015 № 1;
;;2015 № 2;
;;2015 № 3;
;;2015 № 4;
;;2015 № 5;
;;2015 № 6;
;;2016 № 1;
;;2016 № 2;
;;2016 № 3;
;;;
6875;54;Step;Пушкина Н.
;;2016 № 4;19.07.2023
;;2016 № 5;
;;2016/2017 № 6;
;;2017 № 1;
;;2017 № 2;
;;2017 № 3;
;;2017 № 4;
;;2017 № 5;
;;2017 № 6;
;;2018 № 1;
;;2018 № 2;
;;2018 № 3;
;;2018 № 4;
;;2018 № 5;
;;2018 № 6;
;;2019 № 1;
;;2019 № 2;
;;2019 № 3;
;;2019 № 4;
;;2019 № 5;
;;2019 № 6;
;;2020 № 1;
;;2020 № 2;
;;2020 № 3;
;;2020 № 4;
;;2020 № 5;
;;2021 № 1;
;;2021 № 2;
;;2021 № 3;
;;2021 № 4;
;;2021 № 5;
;;2021 № 6;
;;Verena;
;;1994 № 12;
;;1996 № 10;
;;1996 № 11;
;;1996 № 12;
;;Actualite couture;
;;1956;
;;Album blouses elegantes;
;;1913;
;;The ambassador;
;;1946 № 4;
;;1946 № 5;
;;1946 № 6;
;;1946 № 7;
;;1946 № 8;
;;1946 № 8 (2 экз.);
;;1946№ 9;
;;1946 № 10;
;;1946 № 10 (2 экз.);
;;1946 № 11;
;;1946 № 12;
;;1947 № 1;
;;1947 № 3;
;;1947 № 4;
;;1947 № 5;
;;1947 № 6;
;;;
6876;24;Amica 1970 №11, 29-32-33-7-39, 45-49-51, 71-3-11-12, 71-16;Евдокимова .Л.В.
;;American shoemaking 1942 №1. №8;Чевычалова  С.Н.
;;Annabella 1946 №1-6, 8-11,13;
;; Annabella 1947 №437, 3;
;;Annabella 1968 № 11;
;;Arianna 1967 № 129-128. №131-132;
;;Arianna 1968 №133-134. 136- 137. ;
;;Arianna 1969 № 151. 153-154. ;
;;Arianna 1970 № март-сентябрь.;
;;ARS Sutoria 1987 №176. 178. 177. 179;
;;;
6877;26;ARS Sutoria 1962 № 58-59-60-61;Евдокимова .Л.В.
;;ARS Sutoria 1973 № 103;Чевычалова  С.Н.
;;L*art et la mode 1883 -1884;
;;L’art et la mode 1947 №2721 (2 экз);
;;L’art et la mode 1948 №2729, 2725, 2726, сентябрь-окт-декаб, 2729, ;
;;L’art et la mode 1949 №2730-2733, сент-окт, ;
;;L’art et la mode1950 № май-июнь, январь-февр. июль-август, сент-окт, ноябрь-декабрь, ноябрь –декабрь, ;
;;L’art et la mode1951 № март-апрель, май-июнь;
;;Arpel fur 1987 №31;
;;Art etla mode 1938 январь;
;;Art etla mode 1946 декабрь (2 экз);
;;Art etla mode 1947 март- май, январь-февраль-сентябрь-декабрь;
6878;28;L’art et la mode1951 № сент-окт, июль-август, ;Евдокимова .Л.В.
;;L’art et la mode1952 № сент, май-июнь, март-апрель, январь-февраль, октябрь-ноябрь,;Чевычалова  С.Н.
;;L’art et la mode1953 № июнь-август. Весна-лето, весна, январь, сентябрь;
;;L’art et la mode1954 № январь, октябрь-ноябрь, март, апрель-май, июнь-август, октябрь-ноябрь, 1954-1955 декабрь-январь, ;
;;L’art et la mode1955 № июнь, март, апрель-май, сентябрь, октябрь-ноябрь, 1955-1965 декабрь-январь, ;
;;L’art et la mode1956 №март, апрель-май, июнь-июль, ;
6879;29;L’art et la mode1956 №сентябрь, октябрь-ноябрь,  1956-1957 декабрь-январь,;Евдокимова .Л.В.
;;L’art et la mode1957 №март, апрель, октябрь-ноябрь, сентябрь, июнь-июль, 1957-1958 декабрь-январь;Чевычалова  С.Н.
;;L’art et la mode1958 №март, апрель-май, июнь-июль, сентябрь, октябрь-ноябрь, 1958-1959 декабрь-январь,;
;;L’art et la mode1959 №март, апрель-май, ;
;;BURDA 1987/88 № herbst,;
;;BURDA 1988 №herbst, ;
;;BURDA 1989 №1, ;
;;BURDA 1990 №1,;
;;BURDA 1990/91 №зима;
;;BURDA 1992 №1,;
;;BURDA 1993 №1,3,;
;;BURDA 1993/1994 №4;
;;BURDA 1994 №1,2;
;;BURDA 1994/95 №4;
;;;
6880;25;L’art et la mode1959 №октябрь-ноябрь, сентябрь, июнь-июль, ;Евдокимова .Л.В.
;;L’art et la mode1959/60 №2795;Чевычалова  С.Н.
;;L’art et la mode1960 №2796,2799, июнь-июль, 2797, ;
;;L’art et la mode1960/61 №декабрь-январь, октябрь-ноябрь, ;
;;L’art et la mode1961 № 2861, сентябрь, июнь-июль,  апрель-май, март,;
;;L’art et la mode1961/62;
;;L’art et la mode1962 №март, апрель-май, Berlin modenbllatt 1959 №1-12;
;;Berlin modenbllatt 1958 №1-12;
;;Berlin modenbllatt 1957 №1-12;
;;Berlin modenbllatt 1956 №4;
;;Batterick’s Moden Revue 1902 №1-6;
;;Batterick’s Moden Revue 1908 №18-21;
;;Batterick’s Moden Revue 1899 №1-3-5-8;
6881;24;L’art et la mode1962 №июнь-июль-август, октябрь-ноябрь, сентябрь;Евдокимова .Л.В.
;;L’art et la mode1963 №апрель-май, октябрь-ноябрь, июнь-июль-август, printemps, сентябрь, ;Чевычалова  С.Н.
;;L’art et la mode1962/63 №декабрь-январь;
;;L’art et la mode1963/64 №декабрь-январь;
;;L’art et la mode1964 №апрель, июнь-июль-август, сентябрь, октябрь-ноябрь;
;;L’art et la mode1964/65 №декабрь-январь;
;;L’art et la mode1965 №апрель-май, март;
;;Batterick’s Moden Revue 1902 №7-12;
;;Collesoni Donna 2010 №137,140,138;
;;Collesoni Donna 2009 №135, 134,132;
;;;
6882;26;L’art et la mode1966/67 №декабрь-январь;Евдокимова .Л.В.
;;L’art et la mode1966 №октябрь-ноябрь, сентябрь, июнь-август, март;Чевычалова  С.Н.
;;L’art et la mode1965/66 №декабрь-январь;
;;L’art et la mode1965 №октябрь-ноябрь, сентябрь, июль-август;
;;L’art et la mode1967 №март, апрель-май, июль-август, сентябрь, октябрь, декабрь,;
;; L’art et la mode1968 №март, май, август, ;
;;5-10-18, ;
;;L’art et la mode1969 № сентябрь-октябрь;
;;Collezioni Donna 2011 №144, 150,149;
;;Collezioni Donna 2010 №143,;
;;Collezioni Donna 2007/2008 №122, 121;
;;;
6883;27;L’art et la mode1968 декабрь, ноябрь, сентябрь-октябрь, ;Евдокимова .Л.В.
;;L’art et la mode1969 №март, февраль, июнь-июль,;Чевычалова  С.Н.
;;ASTRA 1925 лето;
;;BURDA 1981/82 №зима;
;;BURDA 1972 №лето;
;;BURDA 1971/72 №зима;
;;BURDA 1971 №лето;
;;BURDA 1970 №5;
;;CHAPEAUX modeles 1956/57 №1-2-3-4;
;;CHAPEAUX modeles 1957 №4;
;;CHAPEAUX modeles 1957 №3;
;;CHAPEAUX modeles 1958 №1-2;
;;CASA VOGUE 1989 №9;
;;Chiffons 1912 №1-12;
;;Chiffons 1914 №1-12;
;;Cent idees 1976 №33;
;;Collezioni Donna 2005 № 2,103,104,;
;;Collezioni Donna 2007 №4;
;;Collezioni Donna 2008 №5;
;;Collezioni Donna 2007/8 №123;
;;Collezioni Donna 2009 №131;
;;;
6884;27;COLLECTIONS 1966 №весна-лето;Евдокимова .Л.В.
;;COLLECTIONS 1972 №199;Чевычалова  С.Н.
;;COLLECTIONS 1975/76 №212;
;;COLLECTIONS 1975 №210;
;;COLLECTIONS 1973 №203;
;;COLLECTIONS 1980 №230;
;;Collezioni Donna 2008/09 №128,126,129,125;
;;Collezioni Donna 2011/12 №147,146;
;;Collezioni Donna 1993 ;
;;Chec International 1923№1;
;;La Mode chic Mariee 1976 №52;
;;La FEMME CHEC A PARIC 1925;
;;Mode Facher Berlin 1947;
;;Cinelandia Publicada en Hollywood 1932 №4;
;;Collezioni Donna 2006 №112,;
;;Collezioni Donna 2006/7 №116;
;;Collezioni Donna 2012 №153, 152, 155, ;
;;Collezioni Donna 2013 №156, 158, 159, 161;
6885;29;Collezioni Donna 2009 № 133;Евдокимова .Л.В.
;;Collezioni Donna 2011 № 145, 148, ;Чевычалова  С.Н.
;;Collezioni Donna 2012 № 151;
;;Collezioni Donna 2013 № 160;
;;Collezioni Donna 2014 №164, 163,162,;
;;Collezioni Donna 2010 №141,;
;;Collezioni Donna 2015 №166,169, 168, 167,;
;;Collezioni Donna 2014 №165,159,;
;;Collezioni Donna 2016 № 171, 170, ;
;;Collezioni Donna 2017 №174, 173, 172, 177, 176, 175,;
;;Collezioni Donna 2018 №179, 17;
;;8, 181, 180;
;;Collezioni Donna 2019 № 183, 182,;
;;;
6886;25;Collezioni Donna 2013/14 № 158, ;Евдокимова .Л.В.
;;Collezioni Donna 2008 №124, 127, 130, ;Чевычалова  С.Н.
;;Collezioni Donna 2010 №139, 142, ;
;;Collezioni Donna 2012 № 154, ;
;;Collezioni Donna 2013 № 157, ;
;;Collezioni Donna 2014 № 160, ;
;;Collezioni Donna 2009 №136, ;
;;Collezioni Donna 2004 № весна-лето, б/н, ;
;;Collezioni Donna 2004/05 № 101, 102, ;
;;Collezioni Donna 2005 № 105, ;
;;Collezioni Donna 2005/06 №106, 107, 108,  109, ;
;;Collezioni Donna 2006 № 110;
;;Collezioni Donna 2006/07 № 113, 114, 115, ;
;;Collezioni Donna 2007 № 117, 118, ;
6887;29;Collezioni Donna 2007 № 119, 120, ;Евдокимова .Л.В.
;;Collezioni Donna 2015 № 162, 161, ;Чевычалова  С.Н.
;;Collezioni Donna 2016 № 164, 163, ;
;;Collezioni Donna 2017 № 165, 166, ;
;;Collezioni Donna 2018 № 167, 168, ;
;;Collezioni Donna 2019 № 169, 170, ;
;;Sport and street collehion 2004 № 31, 32, 33, ;
;;Sport and street collehion 2005 № 34, 35, 36;
;;Sport and street collehion 2005/06 №37, ;
;;Sport and street collehion 2006 № 38, 39, ;
;;Sport and street collehion 2006/07 №40, 41;
;;Sport and street collehion 2007 № 42, 43, 44, 45;
;;Sport and street collehion 2008 №46,47;
6889;37;Sport and street collehion 2008/09 №48,49;Евдокимова .Л.В.
;;Sport and street collehion 2009 №50, 51, ;Суслова Е.В.
;;Sport and street collehion 2009/10 №52,53;
;;Sport and street collehion 2010 № 54, 55, ;
;;Sport and street collehion 2010/11 № 56, 57;
